ID,Formula,order,d,TM-atom,CO-atom,Spin-Magmom,TM-IonicRadius,CO-IonicRadius,Sum-IonicRadius,TM-CovalentRadius,CO-CovalentRadius,Sum-CovalentRadius,TM-DipolePolarization,CO-DipolePolarization,Sum-DipolePolarization,TM-Electronegativity,CO-Electronegativity,Sum-Electronegativity,TM-Formationheat,CO-Formationheat,Sum-Formationheat,TM-vdwRadius,CO-vdwRadius,Sum-vdwRadius
4,Fe4S8,1,6,Fe,S,4.898979486,63,184,247,116,103,219,62,19.4,81.4,1.83,2.58,4.41,415.5,277.17,692.67,204,180,384
11,Ca2Mn2Si2,0,5,Mn,Si,5.916079783,66,26,92,119,116,235,68,37.3,105.3,1.55,1.9,3.45,283.3,450,733.3,205,210,415
12,Cr2Br2O2,1,5,Cr,Br,6.92820323,73,196,269,122,114,236,83,21,104,1.66,2.96,4.62,397.48,111.85,509.33,206,185,391
13,Fe2Ga2S5,0,6,Fe,Ga,4.898979486,63,47,110,116,124,240,62,50,112,1.83,1.81,3.64,415.5,271.96,687.46,204,187,391
17,Mn2Sr2Ge2,0,5,Mn,Ge,5.916079783,66,73,139,119,121,240,68,40,108,1.55,2.01,3.56,283.3,372,655.3,205,211,416
28,BaTa2O7,1,3,Ta,O,3.872983346,72,135,207,146,63,209,74,5.3,79.3,1.5,3.44,4.94,782,249.229,1031.229,222,152,374
30,Cu4Cl4H4O4,0,10,Cu,O,1.732050808,46,135,181,112,63,175,46.5,5.3,51.8,1.9,3.44,5.34,337.4,249.229,586.629,196,152,348
40,Mn3C2F2,1,5,Mn,C,5.916079783,66,-8,58,119,75,194,68,11.3,79.3,1.55,2.55,4.1,283.3,716.87,1000.17,205,170,375
49,Mn4N3O2,1,5,Mn,Si,5.916079783,66,26,92,119,116,235,68,37.3,105.3,1.55,1.9,3.45,283.3,450,733.3,205,210,415
57,Co2Br2,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
60,Sc2Br2,1,1,Sc,Sc,1.732050808,74.5,74.5,149,148,148,296,97,97,194,1.36,1.36,2.72,377.8,377.8,755.6,215,215,430
64,Mn2Cl2,1,5,Mn,Cl,5.916079783,66,181,247,119,99,218,68,14.6,82.6,1.55,3.16,4.71,283.3,121.302,404.602,205,175,380
67,Co2I2,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
74,Fe2Te2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
115,CoBr2,0,7,Co,Si,3.872983346,58,26,84,111,116,227,55,37.3,92.3,1.88,1.9,3.78,426.7,450,876.7,200,210,410
117,Bi2Cr,0,5,Cr,Bi,6.92820323,73,96,169,122,151,273,83,48,131,1.66,1.9,3.56,397.48,209.6,607.08,206,207,413
118,CrO2,1,5,Cr,O,6.92820323,73,135,208,122,63,185,83,5.3,88.3,1.66,3.44,5.1,397.48,249.229,646.709,206,152,358
119,CrTe2,1,5,Cr,Te,6.92820323,73,221,294,122,136,258,83,38,121,1.66,2.1,3.76,397.48,196.6,594.08,206,206,412
122,FeO2,0,6,Fe,O,4.898979486,63,135,198,116,63,179,62,5.3,67.3,1.83,3.44,5.27,415.5,249.229,664.729,204,152,356
123,FeTe2,0,6,Fe,Ge,4.898979486,63,73,136,116,121,237,62,40,102,1.83,2.01,3.84,415.5,372,787.5,204,211,415
134,MnBr2,0,5,Mn,Si,5.916079783,66,26,92,119,116,235,68,37.3,105.3,1.55,1.9,3.45,283.3,450,733.3,205,210,415
135,MnS2,1,5,Mn,S,5.916079783,66,184,250,119,103,222,68,19.4,87.4,1.55,2.58,4.13,283.3,277.17,560.47,205,180,385
136,MoBr2,0,5,Mo,Ge,6.92820323,69,73,142,138,121,259,87,40,127,2.16,2.01,4.17,658.98,372,1030.98,217,211,428
142,NiI2,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
168,Tl2Br4,0,10,Tl,Si,1.732050808,150,26,176,144,116,260,50,37.3,87.3,1.8,1.9,3.7,182.2,450,632.2,196,210,406
171,V2Se4,1,3,V,Se,3.872983346,79,198,277,134,116,250,87,28.9,115.9,1.63,2.55,4.18,515.5,227.2,742.7,207,190,397
183,CrH2O2,0,5,Cr,H,6.92820323,73,-38,35,122,32,154,83,4.50711,87.50711,1.66,2.2,3.86,397.48,217.998,615.478,206,110,316
184,Cr2F2N,1,5,Cr,N,6.92820323,73,146,219,122,71,193,83,7.4,90.4,1.66,3.04,4.7,397.48,472.44,869.92,206,155,361
192,Mn2H2NO2,1,5,Mn,N,5.916079783,66,146,212,119,71,190,68,7.4,75.4,1.55,3.04,4.59,283.3,472.44,755.74,205,155,360
195,GaNi5Cl2,0,8,Ni,Ga,2.828427125,55,47,102,110,124,234,49,50,99,1.91,1.81,3.72,430.1,271.96,702.06,197,187,384
196,Ag2ReBr6,0,10,Ag,Re,1.732050808,67,63,130,128,131,259,55,62,117,1.93,1.9,3.83,284.9,774,1058.9,211,216,427
198,Au2Cl6,1,10,Au,Cl,1.732050808,137,181,318,124,99,223,36,14.6,50.6,2.4,3.16,5.56,368.2,121.302,489.502,214,175,389
200,Cu2Br6,1,10,Cu,Cu,1.732050808,46,46,92,112,112,224,46.5,46.5,93,1.9,1.9,3.8,337.4,337.4,674.8,196,196,392
203,Mn2Cl6,1,5,Mn,C,5.916079783,66,-8,58,119,75,194,68,11.3,79.3,1.55,2.55,4.1,283.3,716.87,1000.17,205,170,375
204,Nb2Br6,1,4,Nb,Nb,5.916079783,72,72,144,147,147,294,98,98,196,1.6,1.6,3.2,733,733,1466,218,218,436
213,Zr2Cl6,1,2,Zr,Cl,2.828427125,59,181,240,154,99,253,112,14.6,126.6,1.33,3.16,4.49,610,121.302,731.302,223,175,398
227,Cr2Br2N2,1,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
229,MoBrI,0,5,Mo,P,6.92820323,69,44,113,138,111,249,87,25,112,2.16,2.19,4.35,658.98,316.5,975.48,217,180,397
236,CrClI,0,5,Cr,Si,6.92820323,73,26,99,122,116,238,83,37.3,120.3,1.66,1.9,3.56,397.48,450,847.48,206,210,416
255,Mg2Mn2Si2,1,5,Mn,I,5.916079783,66,220,286,119,133,252,68,32.9,100.9,1.55,2.66,4.21,283.3,106.757,390.057,205,198,403
262,Cr2P2Se6,1,5,Cr,Se,6.92820323,73,198,271,122,116,238,83,28.9,111.9,1.66,2.55,4.21,397.48,227.2,624.68,206,190,396
264,Ni2P2Se6,0,8,Ni,P,2.828427125,55,44,99,110,111,221,49,25,74,1.91,2.19,4.1,430.1,316.5,746.6,197,180,377
272,Fe3Se4,0,6,Fe,Sn,4.898979486,63,55,118,116,140,256,62,53,115,1.83,1.96,3.79,415.5,301.2,716.7,204,217,421
274,Mo2Cl6,0,5,Mo,Si,6.92820323,69,26,95,138,116,254,87,37.3,124.3,2.16,1.9,4.06,658.98,450,1108.98,217,210,427
275,Sc2O4,1,1,Sc,O,1.732050808,74.5,135,209.5,148,63,211,97,5.3,102.3,1.36,3.44,4.8,377.8,249.229,627.029,215,152,367
278,Al2MnS4,0,5,Mn,Al,5.916079783,66,39,105,119,126,245,68,57.8,125.8,1.55,1.61,3.16,283.3,330.9,614.2,205,184,389
281,CrNbF6,0,5,Cr,Nb,6.92820323,73,72,145,122,147,269,83,98,181,1.66,1.6,3.26,397.48,733,1130.48,206,218,424
283,Fe2In2Se5,1,6,Fe,Se,4.898979486,63,198,261,116,116,232,62,28.9,90.9,1.83,2.55,4.38,415.5,227.2,642.7,204,190,394
286,Mn2O8Se2,0,5,Mn,Si,5.916079783,66,26,92,119,116,235,68,37.3,105.3,1.55,1.9,3.45,283.3,450,733.3,205,210,415
293,Sn2O6P2,1,0,Sn,I,2.828427125,55,220,275,140,133,273,53,32.9,85.9,1.96,2.66,4.62,301.2,106.757,407.957,217,198,415
298,Co2Br4O6Sb4,0,7,Co,Sb,3.872983346,58,76,134,111,140,251,55,43,98,1.88,2.05,3.93,426.7,264.4,691.1,200,206,406
299,Cu4F4H4O4,0,10,Cu,H,1.732050808,46,-38,8,112,32,144,46.5,4.50711,51.00711,1.9,2.2,4.1,337.4,217.998,555.398,196,110,306
305,NiC4H8N2O4,0,8,Ni,H,2.828427125,55,-38,17,110,32,142,49,4.50711,53.50711,1.91,2.2,4.11,430.1,217.998,648.098,197,110,307
313,Mn4C3H2O2,1,5,Mn,I,5.916079783,66,220,286,119,133,252,68,32.9,100.9,1.55,2.66,4.21,283.3,106.757,390.057,205,198,403
318,Cr4C3O2,1,5,Cr,Cl,6.92820323,73,181,254,122,99,221,83,14.6,97.6,1.66,3.16,4.82,397.48,121.302,518.782,206,175,381
327,Co2Br2,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
337,Co2O2,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
343,Fe2I2,1,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
344,Fe2Te2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
350,Sc2I2,1,1,Sc,I,1.732050808,74.5,220,294.5,148,133,281,97,32.9,129.9,1.36,2.66,4.02,377.8,106.757,484.557,215,198,413
351,Y2I2,0,1,Y,Si,1.732050808,90,26,116,163,116,279,162,37.3,199.3,1.22,1.9,3.12,424.7,450,874.7,232,210,442
356,Nb2Te2,1,4,Nb,Te,5.916079783,72,221,293,147,136,283,98,38,136,1.6,2.1,3.7,733,196.6,929.6,218,206,424
382,Cr2C,1,5,Cr,S,6.92820323,73,184,257,122,103,225,83,19.4,102.4,1.66,2.58,4.24,397.48,277.17,674.65,206,180,386
385,CoCl2,0,7,Co,H,3.872983346,58,-38,20,111,32,143,55,4.50711,59.50711,1.88,2.2,4.08,426.7,217.998,644.698,200,110,310
387,CrBr2,0,5,Cr,H,6.92820323,73,-38,35,122,32,154,83,4.50711,87.50711,1.66,2.2,3.86,397.48,217.998,615.478,206,110,316
393,FeTe2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
404,MnCl2,0,5,Mn,Si,5.916079783,66,26,92,119,116,235,68,37.3,105.3,1.55,1.9,3.45,283.3,450,733.3,205,210,415
405,Mn2Se4,0,5,Mn,Sn,5.916079783,66,55,121,119,140,259,68,53,121,1.55,1.96,3.51,283.3,301.2,584.5,205,217,422
412,NiI2,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
419,PtCl2,1,9,Pt,Pt,2.828427125,60,60,120,123,123,246,48,48,96,2.2,2.2,4.4,565.7,565.7,1131.4,213,213,426
421,ReBr2,0,5,Re,Br,5.916079783,63,196,259,131,114,245,62,21,83,1.9,2.96,4.86,774,111.85,885.85,216,185,401
426,RuI2,1,7,Ru,I,4.898979486,68,220,288,125,133,258,72,32.9,104.9,2.2,2.66,4.86,650.6,106.757,757.357,213,198,411
440,VI2,0,3,V,Si,3.872983346,79,26,105,134,116,250,87,37.3,124.3,1.63,1.9,3.53,515.5,450,965.5,207,210,417
450,Cr2CO2,1,5,Cr,S,6.92820323,73,184,257,122,103,225,83,19.4,102.4,1.66,2.58,4.24,397.48,277.17,674.65,206,180,386
466,Ag2ReCl6,0,10,Ag,Re,1.732050808,67,63,130,128,131,259,55,62,117,1.93,1.9,3.83,284.9,774,1058.9,211,216,427
469,Co2Br6,1,7,Co,Br,3.872983346,58,196,254,111,114,225,55,21,76,1.88,2.96,4.84,426.7,111.85,538.55,200,185,385
470,Cu2Cl6,1,10,Cu,Cl,1.732050808,46,181,227,112,99,211,46.5,14.6,61.1,1.9,3.16,5.06,337.4,121.302,458.702,196,175,371
473,Mn2Cl6,1,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
474,Nb2Cl6,1,4,Nb,Nb,5.916079783,72,72,144,147,147,294,98,98,196,1.6,1.6,3.2,733,733,1466,218,218,436
478,Ru2Br6,1,7,Ru,Ru,4.898979486,68,68,136,125,125,250,72,72,144,2.2,2.2,4.4,650.6,650.6,1301.2,213,213,426
483,Zr2I6,1,2,Zr,Zr,2.828427125,59,59,118,154,154,308,112,112,224,1.33,1.33,2.66,610,610,1220,223,223,446
497,Cr2Br2S2,1,5,Cr,S,6.92820323,73,184,257,122,103,225,83,19.4,102.4,1.66,2.58,4.24,397.48,277.17,674.65,206,180,386
506,CrClI,0,5,Cr,H,6.92820323,73,-38,35,122,32,154,83,4.50711,87.50711,1.66,2.2,3.86,397.48,217.998,615.478,206,110,316
525,Mn2Sn2Sr2,0,5,Mn,Sn,5.916079783,66,55,121,119,140,259,68,53,121,1.55,1.96,3.51,283.3,301.2,584.5,205,217,422
532,Cr2P2Te6,0,5,Cr,P,6.92820323,73,44,117,122,111,233,83,25,108,1.66,2.19,3.85,397.48,316.5,713.98,206,180,386
536,Ti2P2S6,0,2,Ti,P,2.828427125,86,44,130,136,111,247,100,25,125,1.54,2.19,3.73,473,316.5,789.5,211,180,391
539,HfMnI6,0,5,Mn,Hf,5.916079783,66,58,124,119,152,271,68,103,171,1.55,1.3,2.85,283.3,618.4,901.7,205,223,428
542,Cr2F4,1,5,Cr,Cl,6.92820323,73,181,254,122,99,221,83,14.6,97.6,1.66,3.16,4.82,397.48,121.302,518.782,206,175,381
544,Na2C4,0,0,Na,C,1.732050808,99,-8,91,155,75,230,162.7,11.3,174,0.93,2.55,3.48,107.5,716.87,824.37,227,170,397
546,Sc2Cl2,1,1,Sc,Cl,1.732050808,74.5,181,255.5,148,99,247,97,14.6,111.6,1.36,3.16,4.52,377.8,121.302,499.102,215,175,390
550,Ba2Mn2Ge2,0,5,Mn,S,5.916079783,66,184,250,119,103,222,68,19.4,87.4,1.55,2.58,4.13,283.3,277.17,560.47,205,180,385
552,Cr2Nb2Se10,1,5,Nb,Se,5.916079783,72,198,270,147,116,263,98,28.9,126.9,1.6,2.55,4.15,733,227.2,960.2,218,190,408
553,Cu2O6Si2,0,10,Cu,Si,1.732050808,46,26,72,112,116,228,46.5,37.3,83.8,1.9,1.9,3.8,337.4,450,787.4,196,210,406
554,Fe2P2S6,0,6,Fe,P,4.898979486,63,44,107,116,111,227,62,25,87,1.83,2.19,4.02,415.5,316.5,732,204,180,384
556,In2MnSe4,1,5,Mn,Se,5.916079783,66,198,264,119,116,235,68,28.9,96.9,1.55,2.55,4.1,283.3,227.2,510.5,205,190,395
558,Mn2P2S6,0,5,Mn,P,5.916079783,66,44,110,119,111,230,68,25,93,1.55,2.19,3.74,283.3,316.5,599.8,205,180,385
574,V2F2O7Te2,1,3,V,O,3.872983346,79,135,214,134,63,197,87,5.3,92.3,1.63,3.44,5.07,515.5,249.229,764.729,207,152,359
576,NiC6Cl2H4N2,1,8,Ni,Cl,2.828427125,55,181,236,110,99,209,49,14.6,63.6,1.91,3.16,5.07,430.1,121.302,551.402,197,175,372
591,Ti4C3,0,2,Ti,C,2.828427125,86,-8,78,136,75,211,100,11.3,111.3,1.54,2.55,4.09,473,716.87,1189.87,211,170,381
598,Cr2Br2,0,5,Cr,Si,6.92820323,73,26,99,122,116,238,83,37.3,120.3,1.66,1.9,3.56,397.48,450,847.48,206,210,416
604,Fe2Cl2,1,6,Fe,Cl,4.898979486,63,181,244,116,99,215,62,14.6,76.6,1.83,3.16,4.99,415.5,121.302,536.802,204,175,379
614,Fe2I2,0,6,Fe,Br,4.898979486,63,196,259,116,114,230,62,21,83,1.83,2.96,4.79,415.5,111.85,527.35,204,185,389
615,Fe2Te2,0,6,Fe,P,4.898979486,63,44,107,116,111,227,62,25,87,1.83,2.19,4.02,415.5,316.5,732,204,180,384
621,Sc2I2,1,1,Sc,I,1.732050808,74.5,220,294.5,148,133,281,97,32.9,129.9,1.36,2.66,4.02,377.8,106.757,484.557,215,198,413
656,CoCl2,1,7,Co,Cl,3.872983346,58,181,239,111,99,210,55,14.6,69.6,1.88,3.16,5.04,426.7,121.302,548.002,200,175,375
658,CrBr2,0,5,Cr,H,6.92820323,73,-38,35,122,32,154,83,4.50711,87.50711,1.66,2.2,3.86,397.48,217.998,615.478,206,110,316
659,Cr2S4,0,5,Cr,P,6.92820323,73,44,117,122,111,233,83,25,108,1.66,2.19,3.85,397.48,316.5,713.98,206,180,386
661,CuO2,1,10,Cu,S,1.732050808,46,184,230,112,103,215,46.5,19.4,65.9,1.9,2.58,4.48,337.4,277.17,614.57,196,180,376
663,FeO2,0,6,Fe,Si,4.898979486,63,26,89,116,116,232,62,37.3,99.3,1.83,1.9,3.73,415.5,450,865.5,204,210,414
670,HgS2,0,10,Hg,C,0,97,-8,89,133,75,208,33.91,11.3,45.21,1.9,2.55,4.45,61.38,716.87,778.25,223,170,393
675,MnCl2,1,5,Mn,Cl,5.916079783,66,181,247,119,99,218,68,14.6,82.6,1.55,3.16,4.71,283.3,121.302,404.602,205,175,380
676,MnSe2,0,5,Mn,C,5.916079783,66,-8,58,119,75,194,68,11.3,79.3,1.55,2.55,4.1,283.3,716.87,1000.17,205,170,375
678,Mo2S4,0,5,Mo,Si,6.92820323,69,26,95,138,116,254,87,37.3,124.3,2.16,1.9,4.06,658.98,450,1108.98,217,210,427
683,NiI2,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
688,PdBr2,1,10,Pd,Br,0,59,196,255,120,114,234,26.14,21,47.14,2.2,2.96,5.16,376.6,111.85,488.45,210,185,395
690,PtF2,1,9,Pt,Pt,2.828427125,60,60,120,123,123,246,48,48,96,2.2,2.2,4.4,565.7,565.7,1131.4,213,213,426
698,RuSe2,1,7,Ru,Ru,4.898979486,68,68,136,125,125,250,72,72,144,2.2,2.2,4.4,650.6,650.6,1301.2,213,213,426
707,TiBr2,1,2,Ti,Br,2.828427125,86,196,282,136,114,250,100,21,121,1.54,2.96,4.5,473,111.85,584.85,211,185,396
711,VI2,1,3,V,I,3.872983346,79,220,299,134,133,267,87,32.9,119.9,1.63,2.66,4.29,515.5,106.757,622.257,207,198,405
721,Cr2CS2,1,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
725,Mn2F2N,1,5,Mn,N,5.916079783,66,146,212,119,71,190,68,7.4,75.4,1.55,3.04,4.59,283.3,472.44,755.74,205,155,360
737,Ag2ReF6,0,10,Ag,Re,1.732050808,67,63,130,128,131,259,55,62,117,1.93,1.9,3.83,284.9,774,1058.9,211,216,427
739,Au2I6,1,10,Au,I,1.732050808,137,220,357,124,133,257,36,32.9,68.9,2.4,2.66,5.06,368.2,106.757,474.957,214,198,412
741,Cu2Cl6,1,10,Cu,Cu,1.732050808,46,46,92,112,112,224,46.5,46.5,93,1.9,1.9,3.8,337.4,337.4,674.8,196,196,392
744,Mn2I6,1,5,Mn,I,5.916079783,66,220,286,119,133,252,68,32.9,100.9,1.55,2.66,4.21,283.3,106.757,390.057,205,198,403
748,Re2Br6,1,5,Re,Re,5.916079783,63,63,126,131,131,262,62,62,124,1.9,1.9,3.8,774,774,1548,216,216,432
749,Ru2Br6,0,7,Ru,C,4.898979486,68,-8,60,125,75,200,72,11.3,83.3,2.2,2.55,4.75,650.6,716.87,1367.47,213,170,383
754,Zr2I6,1,2,Zr,I,2.828427125,59,220,279,154,133,287,112,32.9,144.9,1.33,2.66,3.99,610,106.757,716.757,223,198,421
768,Cr2Br2Se2,1,5,Cr,Br,6.92820323,73,196,269,122,114,236,83,21,104,1.66,2.96,4.62,397.48,111.85,509.33,206,185,391
773,Ni2Br2O2,1,8,Ni,Br,2.828427125,55,196,251,110,114,224,49,21,70,1.91,2.96,4.87,430.1,111.85,541.95,197,185,382
777,Cr2Cl2N2,1,5,Cr,Cl,6.92820323,73,181,254,122,99,221,83,14.6,97.6,1.66,3.16,4.82,397.48,121.302,518.782,206,175,381
807,Ti2P2Se6,0,2,Ti,P,2.828427125,86,44,130,136,111,247,100,25,125,1.54,2.19,3.73,473,316.5,789.5,211,180,391
810,HfNiBr6,0,8,Ni,Hf,2.828427125,55,58,113,110,152,262,49,103,152,1.91,1.3,3.21,430.1,618.4,1048.5,197,223,420
814,Fe3S4,0,6,Fe,Cl,4.898979486,63,181,244,116,99,215,62,14.6,76.6,1.83,3.16,4.99,415.5,121.302,536.802,204,175,379
818,V3Te6,0,3,V,P,3.872983346,79,44,123,134,111,245,87,25,112,1.63,2.19,3.82,515.5,316.5,832,207,180,387
822,Ca2CoO3,0,7,Co,Ca,3.872983346,58,100,158,111,171,282,55,160.8,215.8,1.88,1,2.88,426.7,177.8,604.5,200,231,431
823,Cr2Ta4O12,1,5,Cr,O,6.92820323,73,135,208,122,63,185,83,5.3,88.3,1.66,3.44,5.1,397.48,249.229,646.709,206,152,358
825,Fe2P2Se6,1,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
829,Mn4Pb4O12,1,10,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
832,Ni2C4N6,1,8,Ni,S,2.828427125,55,184,239,110,103,213,49,19.4,68.4,1.91,2.58,4.49,430.1,277.17,707.27,197,180,377
836,V2Br2O2,1,3,V,Br,3.872983346,79,196,275,134,114,248,87,21,108,1.63,2.96,4.59,515.5,111.85,627.35,207,185,392
837,Y2Cl2O4,1,1,Y,Y,1.732050808,90,90,180,163,163,326,162,162,324,1.22,1.22,2.44,424.7,424.7,849.4,232,232,464
838,Ag2Cr2P4S12,1,10,Ag,S,1.732050808,67,184,251,128,103,231,55,19.4,74.4,1.93,2.58,4.51,284.9,277.17,562.07,211,180,391
840,Co2H4O8Se2,0,7,Co,H,3.872983346,58,-38,20,111,32,143,55,4.50711,59.50711,1.88,2.2,4.08,426.7,217.998,644.698,200,110,310
843,MnC6N4Se2,1,5,Mn,N,5.916079783,66,146,212,119,71,190,68,7.4,75.4,1.55,3.04,4.59,283.3,472.44,755.74,205,155,360
845,V2H4O10Se2,1,3,V,O,3.872983346,79,135,214,134,63,197,87,5.3,92.3,1.63,3.44,5.07,515.5,249.229,764.729,207,152,359
857,Ti3C2,0,2,Ti,C,2.828427125,86,-8,78,136,75,211,100,11.3,111.3,1.54,2.55,4.09,473,716.87,1189.87,211,170,381
860,Mn4C3O2,1,5,Mn,I,5.916079783,66,220,286,119,133,252,68,32.9,100.9,1.55,2.66,4.21,283.3,106.757,390.057,205,198,403
875,Fe2Cl2,1,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
877,Rh2Cl2,1,8,Rh,Cl,3.872983346,66.5,181,247.5,125,99,224,66,14.6,80.6,2.28,3.16,5.44,556,121.302,677.302,210,175,385
