ID,Formula,order,d,TM-atom,CO-atom,Spin-Magmom,TM-IonicRadius,CO-IonicRadius,Sum-IonicRadius,TM-CovalentRadius,CO-CovalentRadius,Sum-CovalentRadius,TM-DipolePolarization,CO-DipolePolarization,Sum-DipolePolarization,TM-Electronegativity,CO-Electronegativity,Sum-Electronegativity,TM-Formationheat,CO-Formationheat,Sum-Formationheat,TM-vdwRadius,CO-vdwRadius,Sum-vdwRadius
2932,VClI,1,3,V,Cl,3.872983346,79,181,260,134,99,233,87,14.6,101.6,1.63,3.16,4.79,515.5,121.302,636.802,207,175,382
2933,Mn2Cl2O2,0,5,Mn,P,5.916079783,66,44,110,119,111,230,68,25,93,1.55,2.19,3.74,283.3,316.5,599.8,205,180,385
2940,Fe2I2O2,0,6,Fe,O,4.898979486,63,135,198,116,63,179,62,5.3,67.3,1.83,3.44,5.27,415.5,249.229,664.729,204,152,356
2941,Mg2Mn2Ge2,1,5,Mn,Se,5.916079783,66,198,264,119,116,235,68,28.9,96.9,1.55,2.55,4.1,283.3,227.2,510.5,205,190,395
2943,Mn2I2Se2,1,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
2963,NiZrCl6,0,8,Ni,Zr,2.828427125,55,59,114,110,154,264,49,112,161,1.91,1.33,3.24,430.1,610,1040.1,197,223,420
2970,Rb2C4,0,0,Rb,C,1.732050808,152,-8,144,210,75,285,319.8,11.3,331.1,0.82,2.55,3.37,80.9,716.87,797.77,303,170,473
2971,Ti2Br6,1,2,Ti,Br,2.828427125,86,196,282,136,114,250,100,21,121,1.54,2.96,4.5,473,111.85,584.85,211,185,396
2975,Bi2MnTe4,0,5,Mn,Bi,5.916079783,66,96,162,119,151,270,68,48,116,1.55,1.9,3.45,283.3,209.6,492.9,205,207,412
2978,Fe2F2O2,0,6,Fe,F,4.898979486,63,128.5,191.5,116,64,180,62,3.74,65.74,1.83,3.98,5.81,415.5,79.335,494.835,204,147,351
2979,Ga2MnS4,0,5,Mn,Ga,5.916079783,66,47,113,119,124,243,68,50,118,1.55,1.81,3.36,283.3,271.96,555.26,205,187,392
2993,Cu2H4O10Se2,1,10,Cu,Se,1.732050808,46,198,244,112,116,228,46.5,28.9,75.4,1.9,2.55,4.45,337.4,227.2,564.6,196,190,386
2997,NiC2N2S2,1,8,Ni,S,2.828427125,55,184,239,110,103,213,49,19.4,68.4,1.91,2.58,4.49,430.1,277.17,707.27,197,180,377
3009,Cr3C2,1,5,Cr,S,6.92820323,73,184,257,122,103,225,83,19.4,102.4,1.66,2.58,4.24,397.48,277.17,674.65,206,180,386
3014,Hf4C3,1,2,Hf,Se,2.828427125,58,198,256,152,116,268,103,28.9,131.9,1.3,2.55,3.85,618.4,227.2,845.6,223,190,413
3023,Ni2Br2,1,8,Ni,Ni,2.828427125,55,55,110,110,110,220,49,49,98,1.91,1.91,3.82,430.1,430.1,860.2,197,197,394
3027,Co2Cl2,1,7,Co,Cl,3.872983346,58,181,239,111,99,210,55,14.6,69.6,1.88,3.16,5.04,426.7,121.302,548.002,200,175,375
3048,Mn2O2,1,5,Mn,Te,5.916079783,66,221,287,119,136,255,68,38,106,1.55,2.1,3.65,283.3,196.6,479.9,205,206,411
3082,CrI2,0,5,Cr,Si,6.92820323,73,26,99,122,116,238,83,37.3,120.3,1.66,1.9,3.56,397.48,450,847.48,206,210,416
3086,FeI2,1,6,Fe,I,4.898979486,63,220,283,116,133,249,62,32.9,94.9,1.83,2.66,4.49,415.5,106.757,522.257,204,198,402
3087,FeSe2,1,6,Fe,Se,4.898979486,63,198,261,116,116,232,62,28.9,90.9,1.83,2.55,4.38,415.5,227.2,642.7,204,190,394
3093,Hg2O4,1,10,Hg,O,0,97,135,232,133,63,196,33.91,5.3,39.21,1.9,3.44,5.34,61.38,249.229,310.609,223,152,375
3099,MnO2,1,5,Mn,Br,5.916079783,66,196,262,119,114,233,68,21,89,1.55,2.96,4.51,283.3,111.85,395.15,205,185,390
3106,NiCl2,0,8,Ni,Ni,2.828427125,55,55,110,110,110,220,49,49,98,1.91,1.91,3.82,430.1,430.1,860.2,197,197,394
3114,PtO2,0,9,Pt,O,2.828427125,60,135,195,123,63,186,48,5.3,53.3,2.2,3.44,5.64,565.7,249.229,814.929,213,152,365
3118,RhF2,1,8,Rh,Cl,3.872983346,66.5,181,247.5,125,99,224,66,14.6,80.6,2.28,3.16,5.44,556,121.302,677.302,210,175,385
3121,RuS2,0,7,Ru,Ru,4.898979486,68,68,136,125,125,250,72,72,144,2.2,2.2,4.4,650.6,650.6,1301.2,213,213,426
3138,W2Te4,1,4,W,Te,4.898979486,66,221,287,137,136,273,68,38,106,1.7,2.1,3.8,851,196.6,1047.6,218,206,424
3146,Y2CO2,1,1,Y,O,1.732050808,90,135,225,163,63,226,162,5.3,167.3,1.22,3.44,4.66,424.7,249.229,673.929,232,152,384
3161,Ag2Cl6,1,10,Ag,Ag,1.732050808,67,67,134,128,128,256,55,55,110,1.93,1.93,3.86,284.9,284.9,569.8,211,211,422
3164,Cr2Cl6,1,5,Cr,Cl,6.92820323,73,181,254,122,99,221,83,14.6,97.6,1.66,3.16,4.82,397.48,121.302,518.782,206,175,381
3169,Ni2Cl6,1,8,Ni,Cl,2.828427125,55,181,236,110,99,209,49,14.6,63.6,1.91,3.16,5.07,430.1,121.302,551.402,197,175,372
3171,Pt2Cl6,1,9,Pt,Pt,2.828427125,60,60,120,123,123,246,48,48,96,2.2,2.2,4.4,565.7,565.7,1131.4,213,213,426
3174,Ta2Br6,1,3,Ta,Br,3.872983346,72,196,268,146,114,260,74,21,95,1.5,2.96,4.46,782,111.85,893.85,222,185,407
3203,VClI,0,3,V,P,3.872983346,79,44,123,134,111,245,87,25,112,1.63,2.19,3.82,515.5,316.5,832,207,180,387
3204,Mn2Cl2Se2,1,5,Mn,Cl,5.916079783,66,181,247,119,99,218,68,14.6,82.6,1.55,3.16,4.71,283.3,121.302,404.602,205,175,380
3208,Ti4Cl4S4,1,2,Ti,Cl,2.828427125,86,181,267,136,99,235,100,14.6,114.6,1.54,3.16,4.7,473,121.302,594.302,211,175,386
3216,Ru2I2O2,0,7,Ru,Ru,4.898979486,68,68,136,125,125,250,72,72,144,2.2,2.2,4.4,650.6,650.6,1301.2,213,213,426
3218,W2I2S2,1,4,W,S,4.898979486,66,184,250,137,103,240,68,19.4,87.4,1.7,2.58,4.28,851,277.17,1128.17,218,180,398
3219,Zr4I4Se4,1,2,Zr,I,2.828427125,59,220,279,154,133,287,112,32.9,144.9,1.33,2.66,3.99,610,106.757,716.757,223,198,421
3246,CoCl2O8,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
3247,Cu2Ge2O6,1,10,Cu,S,1.732050808,46,184,230,112,103,215,46.5,19.4,65.9,1.9,2.58,4.48,337.4,277.17,614.57,196,180,376
3248,Fe2Ga2S5,0,6,Fe,Ga,4.898979486,63,47,110,116,124,240,62,50,112,1.83,1.81,3.64,415.5,271.96,687.46,204,187,391
3274,Mn3C2O2,1,5,Mn,S,5.916079783,66,184,250,119,103,222,68,19.4,87.4,1.55,2.58,4.13,283.3,277.17,560.47,205,180,385
3278,Hf3C2,0,2,Hf,C,2.828427125,58,-8,50,152,75,227,103,11.3,114.3,1.3,2.55,3.85,618.4,716.87,1335.27,223,170,393
3283,Mn4C3,1,5,Mn,Br,5.916079783,66,196,262,119,114,233,68,21,89,1.55,2.96,4.51,283.3,111.85,395.15,205,185,390
3284,Sc4N3,0,1,Sc,Sc,1.732050808,74.5,74.5,149,148,148,296,97,97,194,1.36,1.36,2.72,377.8,377.8,755.6,215,215,430
3295,Ca2I2,1,0,Ca,I,0,100,220,320,171,133,304,160.8,32.9,193.7,1,2.66,3.66,177.8,106.757,284.557,231,198,429
3296,Co2Cl2,1,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
3300,Co2F2,1,7,Co,S,3.872983346,58,184,242,111,103,214,55,19.4,74.4,1.88,2.58,4.46,426.7,277.17,703.87,200,180,380
3301,Co2Se2,0,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
3304,Ni2F2,1,8,Ni,Cl,2.828427125,55,181,236,110,99,209,49,14.6,63.6,1.91,3.16,5.07,430.1,121.302,551.402,197,175,372
3307,Fe2Se2,1,6,Fe,Se,4.898979486,63,198,261,116,116,232,62,28.9,90.9,1.83,2.55,4.38,415.5,227.2,642.7,204,190,394
3312,Ni2I2,0,8,Ni,Ni,2.828427125,55,55,110,110,110,220,49,49,98,1.91,1.91,3.82,430.1,430.1,860.2,197,197,394
3317,Mn2S2,0,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
3349,CoO2,1,7,Co,Te,3.872983346,58,221,279,111,136,247,55,38,93,1.88,2.1,3.98,426.7,196.6,623.3,200,206,406
3351,CrLi2,0,5,Cr,Li,6.92820323,73,59,132,122,133,255,83,164.1125,247.1125,1.66,0.98,2.64,397.48,159.3,556.78,206,182,388
3355,FeI2,0,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
3369,Mo2Br4,0,5,Mo,Mo,6.92820323,69,69,138,138,138,276,87,87,174,2.16,2.16,4.32,658.98,658.98,1317.96,217,217,434
3372,Ti2N,1,2,Ti,N,2.828427125,86,146,232,136,71,207,100,7.4,107.4,1.54,3.04,4.58,473,472.44,945.44,211,155,366
3382,PtBr2,1,9,Pt,Br,2.828427125,60,196,256,123,114,237,48,21,69,2.2,2.96,5.16,565.7,111.85,677.55,213,185,398
3400,TiI2,0,2,Ti,Ti,2.828427125,86,86,172,136,136,272,100,100,200,1.54,1.54,3.08,473,473,946,211,211,422
3403,VCl2,0,3,V,V,3.872983346,79,79,158,134,134,268,87,87,174,1.63,1.63,3.26,515.5,515.5,1031,207,207,414
3418,Mn2NO2,1,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
3428,GaNi5Br2,1,8,Ni,Br,2.828427125,55,196,251,110,114,224,49,21,70,1.91,2.96,4.87,430.1,111.85,541.95,197,185,382
3430,Ag2Cl6,1,10,Ag,Cl,1.732050808,67,181,248,128,99,227,55,14.6,69.6,1.93,3.16,5.09,284.9,121.302,406.202,211,175,386
3433,Cr2I6,1,5,Cr,I,6.92820323,73,220,293,122,133,255,83,32.9,115.9,1.66,2.66,4.32,397.48,106.757,504.237,206,198,404
3438,Ni2Cl6,1,8,Ni,Cl,2.828427125,55,181,236,110,99,209,49,14.6,63.6,1.91,3.16,5.07,430.1,121.302,551.402,197,175,372
3440,Pt2Cl6,1,9,Pt,Cl,2.828427125,60,181,241,123,99,222,48,14.6,62.6,2.2,3.16,5.36,565.7,121.302,687.002,213,175,388
3446,Zr2Br6,1,2,Zr,Zr,2.828427125,59,59,118,154,154,308,112,112,224,1.33,1.33,2.66,610,610,1220,223,223,446
3462,Hg2Br2O2,1,10,Hg,Br,0,97,196,293,133,114,247,33.91,21,54.91,1.9,2.96,4.86,61.38,111.85,173.23,223,185,408
3471,Hf4Cl4Se4,1,2,Hf,Cl,2.828427125,58,181,239,152,99,251,103,14.6,117.6,1.3,3.16,4.46,618.4,121.302,739.702,223,175,398
3478,Zr4Cl4Se4,1,2,Zr,Cl,2.828427125,59,181,240,154,99,253,112,14.6,126.6,1.33,3.16,4.49,610,121.302,731.302,223,175,398
3488,Li2Mn2P2,0,5,Mn,Li,5.916079783,66,59,125,119,133,252,68,164.1125,232.1125,1.55,0.98,2.53,283.3,159.3,442.6,205,182,387
3503,NiZrI6,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
3506,Fe2Se2,0,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
3508,Mn2Se2,0,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
3510,Ru2F8,0,7,Ru,Ru,4.898979486,68,68,136,125,125,250,72,72,144,2.2,2.2,4.4,650.6,650.6,1301.2,213,213,426
3511,V2F8,0,3,V,V,3.872983346,79,79,158,134,134,268,87,87,174,1.63,1.63,3.26,515.5,515.5,1031,207,207,414
3517,Cu2I4O12,1,10,Cu,I,1.732050808,46,220,266,112,133,245,46.5,32.9,79.4,1.9,2.66,4.56,337.4,106.757,444.157,196,198,394
3518,Fe2Ta2Te6,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
3532,Cu2PtC6N8,1,10,Cu,Se,1.732050808,46,198,244,112,116,228,46.5,28.9,75.4,1.9,2.55,4.45,337.4,227.2,564.6,196,190,386
3541,Mn3H2N2O2,1,5,Mn,N,5.916079783,66,146,212,119,71,190,68,7.4,75.4,1.55,3.04,4.59,283.3,472.44,755.74,205,155,360
3542,Cr3C2F2,0,5,Cr,C,6.92820323,73,-8,65,122,75,197,83,11.3,94.3,1.66,2.55,4.21,397.48,716.87,1114.35,206,170,376
3546,Mn4H2N3O2,1,5,Mn,N,5.916079783,66,146,212,119,71,190,68,7.4,75.4,1.55,3.04,4.59,283.3,472.44,755.74,205,155,360
3547,Mn3C2,1,5,Mn,S,5.916079783,66,184,250,119,103,222,68,19.4,87.4,1.55,2.58,4.13,283.3,277.17,560.47,205,180,385
3548,Sc3N2,0,1,Sc,Sc,1.732050808,74.5,74.5,149,148,148,296,97,97,194,1.36,1.36,2.72,377.8,377.8,755.6,215,215,430
3551,Cr4N3O2,0,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
3565,Cr2Cl2,1,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
3569,Co2F2,1,7,Co,S,3.872983346,58,184,242,111,103,214,55,19.4,74.4,1.88,2.58,4.46,426.7,277.17,703.87,200,180,380
3572,Fe2F2,1,6,Fe,Cl,4.898979486,63,181,244,116,99,215,62,14.6,76.6,1.83,3.16,4.99,415.5,121.302,536.802,204,175,379
3573,Ni2F2,0,8,Ni,F,2.828427125,55,128.5,183.5,110,64,174,49,3.74,52.74,1.91,3.98,5.89,430.1,79.335,509.435,197,147,344
3576,Fe2Te2,0,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
3581,Ni2I2,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
3589,Ni2Se2,1,8,Ni,Ni,2.828427125,55,55,110,110,110,220,49,49,98,1.91,1.91,3.82,430.1,430.1,860.2,197,197,394
3611,AuO2,1,10,Au,O,1.732050808,137,135,272,124,63,187,36,5.3,41.3,2.4,3.44,5.84,368.2,249.229,617.429,214,152,366
3617,CoBr2,0,7,Co,Co,3.872983346,58,58,116,111,111,222,55,55,110,1.88,1.88,3.76,426.7,426.7,853.4,200,200,400
3618,Co2S4,0,7,Co,Si,3.872983346,58,26,84,111,116,227,55,37.3,92.3,1.88,1.9,3.78,426.7,450,876.7,200,210,410
3621,Cr2Te4,0,5,Cr,P,6.92820323,73,44,117,122,111,233,83,25,108,1.66,2.19,3.85,397.48,316.5,713.98,206,180,386
3625,Fe2Te4,0,6,Fe,Fe,4.898979486,63,63,126,116,116,232,62,62,124,1.83,1.83,3.66,415.5,415.5,831,204,204,408
3631,HgO2,1,10,Hg,O,0,97,135,232,133,63,196,33.91,5.3,39.21,1.9,3.44,5.34,61.38,249.229,310.609,223,152,375
3634,IrO2,0,7,Ir,Ir,3.872983346,68,68,136,122,122,244,54,54,108,2.2,2.2,4.4,669,669,1338,213,213,426
3636,MnBr2,1,5,Mn,Br,5.916079783,66,196,262,119,114,233,68,21,89,1.55,2.96,4.51,283.3,111.85,395.15,205,185,390
3640,Mo2Te4,0,5,Mo,Mo,6.92820323,69,69,138,138,138,276,87,87,174,2.16,2.16,4.32,658.98,658.98,1317.96,217,217,434
3644,NiF2,0,8,Ni,F,2.828427125,55,128.5,183.5,110,64,174,49,3.74,52.74,1.91,3.98,5.89,430.1,79.335,509.435,197,147,344
3669,TiI2,1,2,Ti,I,2.828427125,86,220,306,136,133,269,100,32.9,132.9,1.54,2.66,4.2,473,106.757,579.757,211,198,409
3672,VCl2,1,3,V,Cl,3.872983346,79,181,260,134,99,233,87,14.6,101.6,1.63,3.16,4.79,515.5,121.302,636.802,207,175,382
3686,MnH2O2,0,5,Mn,H,5.916079783,66,-38,28,119,32,151,68,4.50711,72.50711,1.55,2.2,3.75,283.3,217.998,501.298,205,110,315
3694,Cr2H2NO2,1,5,Cr,O,6.92820323,73,135,208,122,63,185,83,5.3,88.3,1.66,3.44,5.1,397.48,249.229,646.709,206,152,358
3702,Cr2Te6,1,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
3707,Ni2I6,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
3709,Pt2I6,1,9,Pt,I,2.828427125,60,220,280,123,133,256,48,32.9,80.9,2.2,2.66,4.86,565.7,106.757,672.457,213,198,411
3712,Ta2Cl6,1,3,Ta,Cl,3.872983346,72,181,253,146,99,245,74,14.6,88.6,1.5,3.16,4.66,782,121.302,903.302,222,175,397
3714,V2Te6,1,3,V,V,3.872983346,79,79,158,134,134,268,87,87,174,1.63,1.63,3.26,515.5,515.5,1031,207,207,414
3715,Zr2Br6,1,2,Zr,Br,2.828427125,59,196,255,154,114,268,112,21,133,1.33,2.96,4.29,610,111.85,721.85,223,185,408
3729,CrBrI,0,5,Cr,Si,6.92820323,73,26,99,122,116,238,83,37.3,120.3,1.66,1.9,3.56,397.48,450,847.48,206,210,416
3749,Fe2Li2Sb2,1,6,Fe,Se,4.898979486,63,198,261,116,116,232,62,28.9,90.9,1.83,2.55,4.38,415.5,227.2,642.7,204,190,394
3752,Mo2I2S2,1,5,Mo,I,6.92820323,69,220,289,138,133,271,87,32.9,119.9,2.16,2.66,4.82,658.98,106.757,765.737,217,198,415
3756,Zr4I4S4,1,2,Zr,I,2.828427125,59,220,279,154,133,287,112,32.9,144.9,1.33,2.66,3.99,610,106.757,716.757,223,198,421
3774,Fe2O4,1,6,Fe,N,4.898979486,63,146,209,116,71,187,62,7.4,69.4,1.83,3.04,4.87,415.5,472.44,887.94,204,155,359
3783,Ca2Mn2Ge2,0,5,Ca,Ge,0,100,73,173,171,121,292,160.8,40,200.8,1,2.01,3.01,177.8,372,549.8,231,211,442
3784,CoRe2O8,0,7,Co,Re,3.872983346,58,63,121,111,131,242,55,62,117,1.88,1.9,3.78,426.7,774,1200.7,200,216,416
3786,Fe3GeTe2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
3789,Li2V4O10,1,3,V,O,3.872983346,79,135,214,134,63,197,87,5.3,92.3,1.63,3.44,5.07,515.5,249.229,764.729,207,152,359
3814,Cr4C3H2O2,0,5,Cr,H,6.92820323,73,-38,35,122,32,154,83,4.50711,87.50711,1.66,2.2,3.86,397.48,217.998,615.478,206,110,316
3831,Sc2Br2,1,1,Sc,Br,1.732050808,74.5,196,270.5,148,114,262,97,21,118,1.36,2.96,4.32,377.8,111.85,489.65,215,185,400
3832,Y2Br2,1,1,Y,Y,1.732050808,90,90,180,163,163,326,162,162,324,1.22,1.22,2.44,424.7,424.7,849.4,232,232,464
3838,Co2I2,1,7,Co,I,3.872983346,58,220,278,111,133,244,55,32.9,87.9,1.88,2.66,4.54,426.7,106.757,533.457,200,198,398
3841,Fe2F2,1,6,Fe,S,4.898979486,63,184,247,116,103,219,62,19.4,81.4,1.83,2.58,4.41,415.5,277.17,692.67,204,180,384
3843,Sc2F2,1,1,Sc,Sc,1.732050808,74.5,74.5,149,148,148,296,97,97,194,1.36,1.36,2.72,377.8,377.8,755.6,215,215,430
3845,Fe2Te2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
3871,Sc2Te2,1,1,Sc,Sc,1.732050808,74.5,74.5,149,148,148,296,97,97,194,1.36,1.36,2.72,377.8,377.8,755.6,215,215,430
3877,AgO2,1,10,Ag,Se,1.732050808,67,198,265,128,116,244,55,28.9,83.9,1.93,2.55,4.48,284.9,227.2,512.1,211,190,401
3886,CoBr2,1,7,Co,Br,3.872983346,58,196,254,111,114,225,55,21,76,1.88,2.96,4.84,426.7,111.85,538.55,200,185,385
3888,Bi2Cr,1,5,Cr,Se,6.92820323,73,198,271,122,116,238,83,28.9,111.9,1.66,2.55,4.21,397.48,227.2,624.68,206,190,396
3889,CrO2,0,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
3890,CrTe2,1,5,Cr,Te,6.92820323,73,221,294,122,136,258,83,38,121,1.66,2.1,3.76,397.48,196.6,594.08,206,206,412
3893,FeLi2,0,6,Fe,Li,4.898979486,63,59,122,116,133,249,62,164.1125,226.1125,1.83,0.98,2.81,415.5,159.3,574.8,204,182,386
3894,FeTe2,1,6,Fe,Te,4.898979486,63,221,284,116,136,252,62,38,100,1.83,2.1,3.93,415.5,196.6,612.1,204,206,410
3905,MnBr2,0,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
3944,W2S4,1,4,W,S,4.898979486,66,184,250,137,103,240,68,19.4,87.4,1.7,2.58,4.28,851,277.17,1128.17,218,180,398
3954,CoH2O2,0,7,Co,H,3.872983346,58,-38,20,111,32,143,55,4.50711,59.50711,1.88,2.2,4.08,426.7,217.998,644.698,200,110,310
3969,Au2Br6,1,10,Au,Br,1.732050808,137,196,333,124,114,238,36,21,57,2.4,2.96,5.36,368.2,111.85,480.05,214,185,399
3974,Mn2Br6,1,5,Mn,Mn,5.916079783,66,66,132,119,119,238,68,68,136,1.55,1.55,3.1,283.3,283.3,566.6,205,205,410
3976,Ni2I6,1,8,Ni,I,2.828427125,55,220,275,110,133,243,49,32.9,81.9,1.91,2.66,4.57,430.1,106.757,536.857,197,198,395
3981,Ta2I6,1,3,Ta,I,3.872983346,72,220,292,146,133,279,74,32.9,106.9,1.5,2.66,4.16,782,106.757,888.757,222,198,420
3984,Zr2Cl6,1,2,Zr,Cl,2.828427125,59,181,240,154,99,253,112,14.6,126.6,1.33,3.16,4.49,610,121.302,731.302,223,175,398
3998,CrBrI,0,5,Cr,Cr,6.92820323,73,73,146,122,122,244,83,83,166,1.66,1.66,3.32,397.48,397.48,794.96,206,206,412
4009,Hg2Cl2O2,1,10,Hg,Cl,0,97,181,278,133,99,232,33.91,14.6,48.51,1.9,3.16,5.06,61.38,121.302,182.682,223,175,398
4015,Zr4Cl4S4,1,2,Zr,Zr,2.828427125,59,59,118,154,154,308,112,112,224,1.33,1.33,2.66,610,610,1220,223,223,446
4020,Hg2I2O2,1,10,Hg,I,0,97,220,317,133,133,266,33.91,32.9,66.81,1.9,2.66,4.56,61.38,106.757,168.137,223,198,421
4033,Cr2P2S6,0,5,Cr,P,6.92820323,73,44,117,122,111,233,83,25,108,1.66,2.19,3.85,397.48,316.5,713.98,206,180,386
4035,Ni2P2S6,0,8,Ni,P,2.828427125,55,44,99,110,111,221,49,25,74,1.91,2.19,4.1,430.1,316.5,746.6,197,180,377
