ACSF_1,ACSF_2,ACSF_3,ACSF_4,ACSF_5,ACSF_6,ACSF_7,ACSF_8,ACSF_9,ACSF_10,ACSF_11,ACSF_12,ACSF_13,ACSF_14,ACSF_15,ACSF_16,ACSF_17,ACSF_18,ACSF_19,ACSF_20
0.562,0.0,0.001,0.043,1.674,0.112,1.105,1.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.696,0.0,0.036,0.416,1.674,0.44,1.048,0.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.687,0.0,0.029,0.376,1.671,0.42,1.048,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.568,0.021,0.491,1.558,0.43,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.907,0.355,0.906,0.313,0.828,0.043,0.492,0.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.433,0.41,2.784,2.558,0.744,0.003,0.112,0.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.667,0.0,0.017,0.287,3.115,0.269,1.991,2.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.282,0.642,2.566,1.53,0.715,0.001,0.057,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.615,1.305,3.614,1.355,0.799,0.017,0.32,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.717,0.001,0.061,0.517,3.352,0.23,2.235,2.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.164,0.382,2.241,1.827,0.668,0.0,0.017,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,0.0,0.025,0.346,3.2,0.454,2.359,1.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.492,0.0,0.0,0.007,2.46,0.09,1.006,1.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.593,1.148,3.576,1.507,0.804,0.02,0.346,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.749,0.001,0.059,0.713,1.661,0.108,1.029,1.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.584,1.091,3.555,1.567,0.8,0.018,0.323,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.636,0.0,0.007,0.179,2.935,0.079,1.18,2.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.702,0.001,0.043,0.447,3.129,0.234,1.892,2.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.671,0.0,0.019,0.304,2.956,0.073,1.138,2.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.854,0.09,0.665,0.665,3.046,0.163,1.372,2.095,1.287,0.095,0.679,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.263,0.0,0.006,0.22,4.247,0.116,1.409,2.328,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.214,0.827,4.591,3.448,0.703,0.001,0.043,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.241,0.189,2.058,3.055,0.694,0.0,0.035,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.617,0.0,0.004,0.13,4.177,0.165,1.934,3.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.635,0.0,0.007,0.177,4.011,0.102,1.549,3.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.345,0.339,2.602,2.743,0.693,0.0,0.034,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.398,0.297,2.477,2.877,0.726,0.001,0.075,0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.391,0.48,2.932,2.433,0.688,0.0,0.03,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.03,0.122,1.689,3.161,0.631,0.0,0.006,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.497,0.332,0.906,0.416,1.235,0.0,0.017,0.329,0.787,0.012,0.259,0.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.806,0.65,1.798,0.685,0.79,0.013,0.274,0.79,1.477,0.06,0.576,0.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.274,0.0,0.015,0.368,0.661,0.0,0.014,0.266,4.893,0.174,2.473,4.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.17,0.675,4.309,3.722,0.0,0.0,0.0,0.0,0.71,0.001,0.052,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.205,0.035,0.614,1.683,1.718,0.29,1.351,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.892,0.005,0.156,0.711,2.161,0.074,0.915,1.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.667,0.0,0.017,0.287,2.161,0.0,0.007,0.276,4.668,0.189,1.741,2.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.351,0.0,0.043,0.647,0.7,0.001,0.04,0.434,4.97,0.259,2.962,4.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.689,0.003,0.156,1.387,7.991,0.586,2.697,3.536,1.394,0.001,0.075,0.841,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.352,1.029,1.775,0.884,0.989,0.0,0.0,0.016,0.823,0.0,0.037,0.416,0.539,0.0,0.0,0.025,0.0,0.0,0.0,0.0
7.723,2.017,4.173,2.84,1.344,0.0,0.039,0.616,0.229,0.0,0.0,0.0,1.17,0.0,0.032,0.396,0.0,0.0,0.0,0.0
0.963,0.033,0.439,0.785,1.53,0.293,0.902,0.538,1.161,0.283,0.893,0.38,1.279,0.013,0.281,0.798,0.0,0.0,0.0,0.0
1.464,0.189,0.832,0.563,1.206,0.005,0.16,0.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.636,0.063,0.853,1.576,0.53,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,1.622,0.093,0.843,1.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.692,0.0,0.033,0.398,1.77,0.419,1.7,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.01,1.606,0.041,0.685,1.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.698,0.158,1.266,1.376,0.734,0.002,0.09,0.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.411,1.14,2.743,1.218,0.753,0.004,0.136,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.396,0.315,2.532,2.752,0.727,0.001,0.076,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.503,1.212,2.884,1.552,0.842,0.064,0.583,0.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.728,0.001,0.078,0.57,3.181,0.293,2.056,2.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.408,0.934,2.745,1.507,0.787,0.011,0.258,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.519,0.0,0.0,0.015,2.538,0.122,1.143,1.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.902,0.316,0.902,0.348,1.634,0.259,0.984,1.037,0.824,0.038,0.465,0.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.236,0.191,2.067,3.06,0.689,0.0,0.031,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.091,0.467,3.781,4.14,0.656,0.0,0.013,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.277,0.283,2.428,2.847,0.678,0.0,0.023,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.56,0.467,2.915,2.641,0.758,0.004,0.149,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.511,0.531,3.029,2.441,0.727,0.001,0.076,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.656,0.0,0.012,0.245,4.221,0.29,2.453,2.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.428,0.085,0.653,0.732,0.691,0.0,0.032,0.395,1.677,0.117,1.125,1.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.014,0.076,0.628,0.8,1.822,0.001,0.074,0.618,2.729,0.006,0.281,1.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.729,0.244,1.473,1.206,1.04,0.0,0.002,0.079,0.712,0.001,0.054,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.83,0.001,0.044,0.534,2.609,0.002,0.151,1.408,1.946,0.084,0.649,0.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.273,0.326,2.565,2.755,0.687,0.0,0.029,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.001,0.139,1.793,3.131,0.632,0.0,0.006,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.943,0.028,0.687,2.411,0.539,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.461,0.037,0.468,0.964,3.046,0.635,1.83,1.158,0.788,0.012,0.266,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.981,0.154,1.253,1.553,0.706,0.001,0.047,0.465,0.901,0.0,0.006,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.729,0.263,3.262,7.231,1.601,0.261,0.931,0.875,2.612,0.338,0.919,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.477,2.152,3.516,1.531,0.757,0.001,0.05,0.479,0.982,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.327,0.003,0.119,0.721,0.38,0.0,0.0,0.0,1.335,0.131,0.754,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.228,0.048,0.733,1.581,1.16,0.331,0.904,0.335,0.434,0.0,0.0,0.001,1.359,0.0,0.001,0.047,0.0,0.0,0.0,0.0
2.075,0.077,0.63,0.768,1.334,0.001,0.053,0.621,1.264,0.002,0.098,0.635,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.662,0.094,1.024,1.516,0.551,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.423,0.0,0.0,0.001,1.466,0.07,0.611,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.568,0.0,0.001,0.049,1.753,0.337,1.618,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.466,0.003,0.175,1.188,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.822,0.769,1.813,0.578,0.827,0.042,0.487,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.638,0.066,0.87,1.567,0.534,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.145,0.259,1.965,2.094,0.706,0.001,0.047,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.657,0.0,0.013,0.249,3.126,0.311,2.097,1.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.295,0.509,2.446,1.85,0.768,0.006,0.181,0.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.418,0.756,2.739,1.878,0.836,0.054,0.545,0.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.694,1.999,3.525,0.841,0.851,0.083,0.645,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.01,0.219,3.085,0.242,1.915,2.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.37,0.263,2.359,2.866,0.72,0.001,0.065,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.387,0.296,2.471,2.794,0.788,0.012,0.263,0.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.313,0.171,1.97,3.065,0.695,0.0,0.036,0.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.218,0.371,2.225,1.944,0.733,0.002,0.087,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.316,0.093,0.945,1.8,1.822,0.776,1.798,0.582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681,0.0,0.025,0.346,3.727,0.149,1.577,2.299,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672,0.0,0.019,0.307,4.245,0.266,2.372,2.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.398,0.323,2.558,2.823,0.719,0.001,0.063,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.632,0.0,0.006,0.169,4.028,0.118,1.664,3.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.404,0.493,2.958,2.41,0.692,0.0,0.033,0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.424,0.447,2.866,2.545,0.704,0.001,0.045,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.555,0.486,2.953,2.613,0.752,0.003,0.132,0.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,0.0,0.026,0.356,4.269,0.259,2.347,2.888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,0.0,0.026,0.354,4.304,0.31,2.516,2.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.322,0.108,0.709,0.632,0.699,0.0,0.039,0.429,1.003,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.465,0.303,0.899,0.406,1.525,0.11,0.729,0.902,0.769,0.006,0.184,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.677,0.0,0.022,0.331,1.235,0.069,0.603,0.708,1.376,0.079,0.635,0.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.429,0.126,0.744,0.64,0.683,0.0,0.026,0.357,1.248,0.073,0.616,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.516,0.364,0.91,0.415,1.267,0.0,0.024,0.409,0.792,0.014,0.285,0.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.442,0.0,0.0,0.002,1.567,0.021,0.489,1.558,1.492,0.009,0.27,1.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.387,1.708,5.359,2.276,0.0,0.0,0.0,0.0,0.771,0.007,0.193,0.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.277,0.095,1.032,1.542,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.033,0.351,2.184,1.957,0.703,0.001,0.044,0.451,2.39,0.0,0.034,0.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.217,2.294,3.486,1.92,0.662,0.0,0.015,0.268,1.2,0.003,0.121,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.213,2.147,3.487,1.266,0.717,0.0,0.031,0.383,0.911,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.319,1.021,2.842,2.177,0.823,0.037,0.459,0.779,1.524,0.014,0.356,1.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.053,0.008,0.281,1.41,1.41,0.136,0.762,0.605,0.943,0.0,0.037,0.418,1.24,0.064,0.585,0.72,0.0,0.0,0.0,0.0
4.478,0.063,1.065,2.657,0.753,0.0,0.0,0.001,1.479,0.33,0.905,0.392,1.575,0.5,0.892,0.441,0.0,0.0,0.0,0.0
0.693,0.0,0.017,0.291,2.015,0.127,1.156,1.442,0.365,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.511,0.579,1.845,1.253,1.089,0.003,0.119,0.659,2.088,0.037,0.664,1.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.144,0.107,0.723,1.03,1.941,0.01,0.331,1.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.637,0.086,0.893,1.491,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662,0.0,0.015,0.268,1.738,0.275,1.529,1.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.661,0.449,1.005,0.882,0.856,0.097,0.683,0.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.672,0.0,0.019,0.307,3.045,0.151,1.583,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.201,0.42,2.307,1.795,0.694,0.0,0.035,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.767,0.006,0.177,0.734,3.293,0.148,1.843,3.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.209,0.473,2.385,1.699,0.684,0.0,0.027,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.509,0.685,3.248,2.084,0.774,0.007,0.204,0.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.649,0.0,0.01,0.222,3.197,0.069,1.277,3.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.704,0.001,0.045,0.456,3.333,0.2,2.106,3.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.909,0.366,0.907,0.304,0.807,0.022,0.36,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.63,1.422,3.626,1.252,0.819,0.033,0.435,0.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.308,0.165,1.937,3.078,0.709,0.001,0.05,0.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.12,0.232,1.887,2.131,0.694,0.0,0.035,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.711,0.001,0.052,0.486,1.583,0.402,0.923,0.575,0.744,0.003,0.112,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.186,0.982,0.628,1.841,2.429,0.095,1.19,2.274,1.58,0.273,0.915,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.42,0.031,0.429,0.887,0.9,0.303,0.899,0.361,1.636,0.25,0.989,1.067,0.823,0.037,0.461,0.778,0.0,0.0,0.0,0.0
0.853,0.089,0.661,0.667,1.316,0.138,0.765,0.577,3.036,0.17,1.378,2.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.945,0.116,1.157,1.949,1.258,0.099,0.688,0.647,0.839,0.059,0.564,0.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.1,0.374,1.819,2.172,0.587,0.0,0.002,0.074,0.668,0.0,0.017,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.623,0.0,0.005,0.144,4.053,0.169,1.958,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.708,0.001,0.049,0.474,5.17,0.676,4.311,3.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.397,0.323,2.556,2.799,0.72,0.001,0.065,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.511,0.526,3.021,2.456,0.727,0.001,0.077,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.32,0.392,2.741,2.598,0.675,0.0,0.021,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.647,0.0,0.01,0.215,4.133,0.184,2.034,3.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.47,0.448,2.87,2.579,0.723,0.001,0.071,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.742,0.253,1.493,1.317,0.714,0.001,0.056,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.426,0.083,0.645,0.738,0.692,0.0,0.033,0.397,1.672,0.109,1.092,1.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.498,0.343,0.907,0.405,0.809,0.024,0.374,0.797,1.465,0.032,0.442,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.732,0.0,0.033,0.428,2.561,0.001,0.116,1.271,1.864,0.053,0.542,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.497,0.354,0.908,0.391,3.384,1.051,2.72,1.24,0.801,0.018,0.327,0.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.123,0.45,2.871,2.482,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.211,0.818,4.57,3.466,0.0,0.0,0.0,0.0,0.784,0.011,0.246,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.456,1.149,2.761,1.457,0.794,0.014,0.29,0.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.359,0.842,2.503,1.627,0.775,0.008,0.209,0.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
