ACSF_1,ACSF_2,ACSF_3,ACSF_4,ACSF_5,ACSF_6,ACSF_7,ACSF_8,ACSF_9,ACSF_10,ACSF_11,ACSF_12,ACSF_13,ACSF_14,ACSF_15,ACSF_16,ACSF_17,ACSF_18,ACSF_19,ACSF_20
1.844,0.001,0.079,0.647,2.759,0.008,0.328,1.895,2.037,0.087,0.659,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.693,0.147,1.232,1.4,0.669,0.0,0.018,0.297,1.348,0.031,0.425,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.799,0.6,1.78,0.737,1.234,0.0,0.013,0.301,0.777,0.008,0.217,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.799,0.592,1.791,0.737,0.788,0.012,0.266,0.787,1.45,0.033,0.443,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.675,0.0,0.021,0.321,1.687,0.135,1.189,1.426,1.342,0.039,0.47,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.17,0.678,4.314,3.717,0.0,0.0,0.0,0.0,0.708,0.001,0.05,0.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.856,0.013,0.457,2.178,0.505,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8,0.604,1.785,0.731,1.606,0.342,0.947,0.763,0.78,0.009,0.23,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.951,0.068,0.598,0.711,2.329,0.001,0.1,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.604,0.0,0.003,0.101,3.589,0.039,0.679,1.603,1.618,0.0,0.003,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.965,0.232,1.879,2.232,1.017,0.0,0.004,0.134,1.918,0.0,0.041,0.643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.216,1.953,0.81,0.664,5.482,0.123,1.44,2.674,1.546,0.361,0.914,0.492,1.37,0.002,0.087,0.769,0.0,0.0,0.0,0.0
2.255,0.017,0.472,1.967,3.231,0.968,1.106,1.944,2.916,0.611,0.871,0.944,1.313,0.01,0.24,0.797,0.0,0.0,0.0,0.0
1.597,0.394,0.933,0.646,1.435,0.041,0.484,0.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.386,0.281,1.541,1.36,1.748,0.006,0.18,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.713,0.194,1.366,1.301,0.626,0.0,0.005,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.0,0.018,0.299,1.743,0.294,1.558,1.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.675,0.457,1.039,0.934,0.893,0.257,0.881,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.637,0.0,0.007,0.183,2.927,0.073,1.136,2.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.232,0.373,2.231,1.977,0.747,0.003,0.119,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.613,0.0,0.004,0.121,3.008,0.169,1.662,2.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.746,0.003,0.116,0.653,3.223,0.353,2.193,2.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.121,0.026,0.464,1.452,1.761,0.37,1.655,1.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.479,1.493,2.696,1.113,0.773,0.007,0.202,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.207,0.356,2.196,1.955,0.727,0.001,0.076,0.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.56,0.945,3.479,1.734,0.785,0.011,0.251,0.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.417,0.798,2.744,1.793,0.825,0.039,0.473,0.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.52,0.114,1.115,1.505,0.513,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.836,0.054,0.545,0.742,1.531,0.221,0.868,0.657,0.664,0.0,0.016,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.256,0.317,2.539,2.75,0.664,0.0,0.016,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.821,0.272,1.529,1.361,0.727,0.001,0.077,0.567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.442,0.538,3.038,2.335,0.701,0.001,0.041,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.406,0.439,2.851,2.55,0.698,0.0,0.038,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.343,0.238,2.266,3.009,0.719,0.001,0.064,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.714,0.198,1.377,1.292,0.721,0.001,0.067,0.539,1.637,0.064,0.86,1.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.415,0.125,0.744,0.629,0.673,0.0,0.02,0.314,1.208,0.054,0.546,0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.931,0.003,0.125,0.823,2.849,0.016,0.487,2.151,2.153,0.12,0.742,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.472,0.321,0.904,0.393,0.766,0.006,0.174,0.73,1.18,0.0,0.008,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.709,0.185,1.343,1.319,0.929,0.0,0.0,0.017,0.688,0.0,0.03,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72,0.0,0.029,0.399,1.843,0.05,0.529,0.794,2.543,0.001,0.106,1.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.983,0.821,2.958,3.784,2.614,0.01,0.391,2.031,0.519,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.142,0.121,1.314,2.292,1.547,0.366,0.914,0.491,1.176,0.494,0.883,0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.078,0.194,1.383,1.625,0.506,0.0,0.0,0.011,0.954,0.0,0.007,0.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.563,0.284,0.909,0.661,1.076,0.002,0.085,0.588,1.336,0.02,0.346,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.478,0.206,0.85,0.555,1.053,0.0,0.001,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.511,0.543,1.828,1.334,2.194,0.073,0.915,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.418,0.337,1.628,1.336,2.003,0.017,0.445,1.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.72,0.215,1.413,1.26,0.625,0.0,0.005,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.515,0.008,0.296,1.403,0.414,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.507,0.0,0.0,0.011,1.434,0.008,0.224,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,0.0,0.0,0.026,1.67,0.318,1.084,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.582,0.181,0.865,0.955,0.597,0.0,0.002,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.0,0.001,0.041,1.682,0.322,1.13,1.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.379,0.066,0.591,0.739,0.582,0.0,0.001,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.643,0.0,0.009,0.202,1.624,0.221,0.953,1.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.641,1.517,3.626,1.173,0.827,0.042,0.486,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.324,0.187,2.045,3.032,0.842,0.064,0.583,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673,0.0,0.02,0.315,3.249,0.105,1.568,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.151,0.272,2.002,2.066,0.704,0.001,0.045,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.823,0.001,0.07,0.694,1.696,0.153,1.251,1.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.898,0.288,0.894,0.376,0.811,0.025,0.384,0.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.032,0.147,1.565,2.283,0.661,0.0,0.015,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.01,0.219,2.99,0.115,1.403,2.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.299,0.898,0.364,1.66,0.396,1.026,0.943,0.804,0.02,0.347,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04,0.157,1.35,2.098,0.852,0.087,0.656,0.671,1.287,0.095,0.679,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.343,0.335,2.592,2.75,0.693,0.0,0.034,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.648,0.0,0.01,0.217,4.955,0.239,2.863,4.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.247,0.954,4.778,3.24,0.734,0.002,0.091,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.331,0.424,2.807,2.538,0.677,0.0,0.022,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.21,0.177,2.0,3.084,0.684,0.0,0.027,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.743,0.296,1.561,1.116,1.376,0.043,0.493,0.797,0.709,0.001,0.051,0.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.709,0.005,0.256,1.75,1.748,0.001,0.064,0.554,1.961,0.055,0.552,0.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.691,0.005,0.237,1.686,1.734,0.001,0.055,0.522,1.937,0.052,0.537,0.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.502,0.0,0.0,0.01,1.551,0.058,0.614,1.234,1.638,0.064,0.864,1.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.63,0.0,0.006,0.164,3.995,0.14,1.8,3.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.732,0.002,0.086,0.592,1.286,0.106,0.704,0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.849,0.079,0.634,0.688,1.473,0.127,0.749,0.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.215,0.784,1.902,1.602,0.704,0.001,0.045,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.425,0.262,2.678,4.297,1.614,0.529,0.899,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.463,0.133,2.049,5.118,1.644,0.381,0.996,0.892,2.263,0.411,1.005,0.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.372,0.0,0.0,0.0,3.203,0.081,1.177,2.374,0.589,0.0,0.002,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.149,0.944,0.582,1.402,3.551,0.014,0.39,1.623,1.278,0.343,0.906,0.323,0.771,0.007,0.194,0.748,0.0,0.0,0.0,0.0
1.012,0.035,0.449,0.782,1.551,0.383,0.914,0.484,1.214,0.266,0.886,0.399,1.344,0.019,0.337,0.825,0.0,0.0,0.0,0.0
1.576,0.323,0.923,0.656,0.95,0.001,0.049,0.474,1.384,0.027,0.401,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.781,0.0,0.001,0.054,2.508,0.553,1.83,1.292,1.057,0.001,0.063,0.525,2.138,0.053,0.781,1.6,0.0,0.0,0.0,0.0
1.6,0.41,0.932,0.638,1.447,0.044,0.502,0.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.498,0.244,0.877,0.531,1.289,0.01,0.235,0.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.509,0.566,1.841,1.268,1.082,0.003,0.111,0.644,2.056,0.03,0.592,1.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.701,0.001,0.041,0.439,1.771,0.423,1.704,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.0,0.004,0.136,1.72,0.215,1.415,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.001,0.052,0.484,1.776,0.448,1.723,0.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.695,0.0,0.036,0.413,1.766,0.398,1.682,0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.556,0.098,0.724,1.085,0.589,0.0,0.002,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.683,0.127,1.165,1.442,0.59,0.0,0.002,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.469,0.127,0.75,0.694,0.536,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.532,0.792,3.361,1.93,0.766,0.006,0.174,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.716,0.001,0.06,0.514,3.363,0.25,2.312,2.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.99,0.482,1.82,1.426,0.68,0.0,0.024,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.529,0.0,0.0,0.02,2.566,0.135,1.193,1.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.545,0.0,0.0,0.029,2.613,0.164,1.286,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.491,0.609,3.148,2.203,0.726,0.001,0.074,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.578,1.055,3.539,1.607,0.798,0.017,0.313,0.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.671,0.0,0.019,0.304,3.03,0.135,1.511,2.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.513,0.0,0.0,0.013,2.519,0.112,1.104,1.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.401,1.181,2.733,1.125,0.736,0.002,0.094,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.642,0.0,0.008,0.199,2.917,0.065,1.073,2.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.224,0.42,2.31,1.839,0.72,0.001,0.065,0.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.755,0.978,0.461,1.042,1.968,0.027,0.491,1.452,1.345,0.203,0.845,0.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.416,0.038,0.467,0.857,0.896,0.271,0.888,0.393,1.631,0.27,0.98,1.005,0.809,0.024,0.373,0.797,0.0,0.0,0.0,0.0
0.608,0.0,0.003,0.11,4.141,0.159,1.906,3.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662,0.0,0.015,0.27,4.189,0.21,2.152,2.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.072,0.147,1.836,3.12,0.637,0.0,0.007,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.508,0.391,2.746,2.781,0.75,0.003,0.127,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.592,0.0,0.002,0.08,3.762,0.108,1.362,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.208,0.177,2.001,3.073,0.685,0.0,0.027,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.658,0.0,0.013,0.252,1.664,0.096,1.036,1.51,1.329,0.026,0.395,0.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.276,0.089,0.662,0.667,0.688,0.0,0.03,0.378,0.92,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.476,0.0,0.0,0.005,1.61,0.041,0.699,1.598,1.474,0.04,0.489,0.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.819,0.0,0.038,0.502,2.175,0.08,0.637,0.754,2.593,0.002,0.14,1.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.456,1.195,2.757,1.38,0.79,0.013,0.275,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.362,0.0,0.0,0.0,1.243,0.005,0.157,0.717,1.188,0.015,0.299,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.351,2.151,3.497,1.384,0.735,0.0,0.04,0.432,0.948,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.258,0.118,1.121,1.528,0.73,0.002,0.081,0.579,0.476,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.507,0.027,0.43,1.201,6.333,1.793,3.52,1.513,1.835,0.012,0.301,1.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.818,0.0,0.003,0.101,2.52,0.551,1.856,1.35,1.091,0.003,0.115,0.652,2.154,0.057,0.802,1.591,0.0,0.0,0.0,0.0
1.622,0.05,0.768,1.592,0.512,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.467,0.0,0.0,0.004,1.574,0.023,0.519,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.683,0.128,1.166,1.441,0.592,0.0,0.002,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.396,0.0,0.0,0.0,1.641,0.298,1.003,1.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.316,0.0,0.0,0.0,1.572,0.206,0.877,0.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.677,0.117,1.124,1.465,0.686,0.0,0.028,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.34,1.073,2.724,1.062,0.689,0.0,0.03,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.61,0.043,0.703,1.591,0.537,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.694,0.0,0.035,0.406,3.103,0.203,1.791,2.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.738,0.002,0.099,0.62,2.97,0.05,0.946,2.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.459,1.141,2.798,1.448,0.805,0.021,0.352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.001,0.04,0.436,3.06,0.139,1.531,2.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.362,0.247,2.303,2.9,0.835,0.053,0.54,0.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.001,0.051,0.482,3.115,0.201,1.784,2.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.692,0.0,0.033,0.395,3.306,0.162,1.923,3.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.798,0.304,1.583,1.316,0.608,0.0,0.003,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.22,0.985,0.708,1.998,2.459,0.133,1.372,2.212,1.594,0.306,0.934,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.178,0.197,2.095,3.024,0.661,0.0,0.015,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.684,0.0,0.027,0.361,4.302,0.302,2.49,2.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.638,0.0,0.007,0.186,4.093,0.173,1.978,3.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.106,0.113,1.629,3.191,0.67,0.0,0.019,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.087,0.459,3.754,4.159,0.711,0.001,0.052,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.679,0.0,0.023,0.338,1.653,0.082,0.965,1.54,1.617,0.046,0.74,1.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.381,0.149,0.782,0.568,1.408,0.071,0.608,0.749,0.707,0.001,0.048,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.365,0.144,0.775,0.572,0.959,0.0,0.0,0.016,0.721,0.001,0.066,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.832,0.001,0.069,0.615,2.743,0.008,0.309,1.837,2.015,0.082,0.646,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.422,0.002,0.105,0.975,5.141,0.593,4.123,3.882,0.735,0.002,0.092,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.441,0.002,0.133,1.071,5.155,0.63,4.211,3.807,0.745,0.003,0.113,0.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
